dept_name,first_name,last_name,emp_no
Sales,Pascal,Beilner,420034
Production,Minghong,Ghelli,420040
Production,Baziley,Tasistro,420045
Finance,Khue,Kalafatis,420048
Development,Kaijung,Chimia,420053
Production,Arif,Iivonen,420054
Production,Chinho,Jumpertz,420066
Customer Service,Chinho,Jumpertz,420066
Development,Spyrose,DeMori,420073
Production,Kerryn,Gire,420074
Development,Kerryn,Gire,420074
Development,Prodip,Impagliazzo,420092
Research,Prodip,Impagliazzo,420092
Research,Sarita,Heydon,420114
Research,Yongmao,Itschner,420125
Research,Elvis,Vrecion,420129
Quality Management,Berhard,Ruther,420160
Finance,Van,Feinberg,420180
Development,Tadahiro,Cooke,420192
Production,Jungsoon,Compeau,420213
Quality Management,Arumugam,Kalefeld,420216
Research,Maren,Streit,420217
Sales,Claudi,Heystek,420232
Development,Nalini,Hanratty,420242
Customer Service,Chenyi,Lunt,420243
Human Resources,Wilmer,Maraist,420256
Development,Oguz,Demke,420314
Customer Service,Oguz,Demke,420314
Development,Ziyad,Zallocco,420315
Customer Service,Abdulah,Ranum,420337
Research,Dekang,Dalton,420341
Human Resources,Chikako,Gihr,420346
Sales,Matk,Krohn,420352
Sales,Huei,Ressouche,420358
Marketing,Uinam,Cooley,420362
Sales,Uinam,Cooley,420362
Sales,Seongbae,Garrabrants,420363
Production,Hisao,Prampolini,420369
Production,Muneo,Deverell,420371
Finance,Kitty,Szmurlo,420381
Human Resources,Kitty,Szmurlo,420381
Research,Wanqing,Lieberherr,420382
Production,Shushma,Chelton,420383
Marketing,Mostafa,Pillow,420390
Sales,Mostafa,Pillow,420390
Sales,Khun,Worfolk,420394
Finance,Arve,Rosca,420402
Customer Service,Oksana,Lovengreen,420404
Production,Mayuko,Bressoud,420420
Development,Niclas,Guerreiro,420423
Research,Behnaam,Francisci,420428
Human Resources,Giordano,Emden,420446
Development,Arie,Versino,420492
Production,Yuriy,Albarhamtoshy,420493
Customer Service,Yuriy,Albarhamtoshy,420493
Production,Moti,Sullins,420498
Sales,Alenka,Picaronny,420499
Sales,Dzung,Mahmud,420509
Development,Shan,Antonisse,420520
Development,Tua,Kadhim,420522
Production,Geraldo,Driscoll,420528
Production,Zdislav,Buchter,420532
Development,Zdislav,Buchter,420532
Research,Danae,Ashish,420547
Human Resources,Shahab,Zeidenstein,420552
Sales,Anoosh,Danner,420562
Production,Masali,Kambil,420567
Production,Francoise,Kalsbeek,420578
Production,Tianruo,Gadepally,420596
Customer Service,Tianruo,Gadepally,420596
Production,Ferdinand,Bamford,420597
Marketing,Xiahua,Gilg,420617
Development,Stella,Erni,420621
Sales,Susanna,Katzenelson,420622
Development,Shooichi,Ranum,420647
Development,Vitali,Gyorkos,420649
Finance,Bowen,Speckmann,420661
Development,Alenka,Nollmann,420669
Customer Service,Rosalyn,Ghandeharizadeh,420679
Development,Yurij,Krohn,420682
Sales,Stein,Percebois,420684
Development,Zhiwei,Sifakis,420710
Development,Josyula,Plump,420712
Production,Masasuke,Middleton,420716
Quality Management,Masasuke,Middleton,420716
Production,Weicheng,Maccarone,420747
Production,Mary,Cyne,420768
Research,Candido,Pietrzykowski,420770
Production,Berthier,Ebeling,420798
Marketing,Khosrow,Speek,420801
Development,Sverrir,Buchter,420809
Development,Vitali,Benner,420816
Production,Dipayan,Zambonelli,420819
Quality Management,Dipayan,Zambonelli,420819
Development,Becky,Whitcomb,420822
Production,Heekeun,Klassen,420829
Research,Elvia,Schaar,420838
Marketing,Randi,Levergood,420839
Development,Murthy,Bojadziev,420853
Sales,Jinya,Hiyoshi,420874
Marketing,Ortrud,Kitsuregawa,420899
Human Resources,Yishai,Hutton,420902
Production,Heeju,Plump,420909
Production,Poornachandra,Tibblin,420913
Customer Service,Poornachandra,Tibblin,420913
Production,Kwangho,Gischer,420916
Sales,Peer,Schwartzburd,420922
Development,Gila,Kroon,420933
Production,Francesca,Rajala,420944
Customer Service,Francesca,Rajala,420944
Production,Bouchung,Feldhoffer,420950
Sales,Moriyoshi,Ventosa,420951
Development,Ebbe,Chenoweth,420960
Production,Leaf,Schnabel,420963
Customer Service,Leaf,Schnabel,420963
Quality Management,Serge,Laurillard,420982
Production,Chuanyi,Itzigehl,420988
Development,Maik,Gill,420997
Marketing,Masamitsu,Thorelli,421011
Human Resources,Masamitsu,Thorelli,421011
Quality Management,Shuky,Strehl,421024
Production,Aemilian,Trachtenberg,421032
Research,Aemilian,Trachtenberg,421032
Development,Chuanyi,Moehrke,421040
Development,Vidya,Piveteau,421043
Research,Olivera,Swiss,421046
Development,Zita,Olivero,421050
Development,Sachem,Wendorf,421051
Development,Clyde,Gecseg,421076
Development,Jouni,Peternell,421089
Production,Arto,Baca,421095
Sales,Krister,Gulla,421108
Sales,Ziva,Benzmuller,421111
Production,Jessie,Quaggetto,421118
Customer Service,Arto,Moffat,421119
Sales,Danny,Schnelling,421122
Customer Service,Faiza,Polupanov,421128
Development,Francesca,Brizzi,421133
Production,Krister,Cherinka,421162
Production,Karoline,Talmon,421167
Sales,Heejo,Danley,421172
Finance,Pranay,Lindenbaum,421180
Human Resources,Pranay,Lindenbaum,421180
Production,Hideyuki,Heering,421189
Development,Irene,Laurillard,421199
Production,Kensyu,Scallan,421205
Marketing,Atreyi,Cappello,421222
Development,Kirk,Verhaegen,421228
Marketing,Renny,Neimat,421243
Sales,Ortrun,Ladret,421244
Production,Francesca,Raoux,421249
Development,Francesca,Raoux,421249
Sales,Fumitaka,Assaf,421251
Human Resources,Gaurav,Bressoud,421275
Customer Service,Remko,Cronan,421289
Quality Management,Guttorm,Krogh,421296
Development,Arumugam,Chimia,421300
Finance,Xiaocheng,Quadeer,421301
Development,Kwee,Acton,421304
Production,Filipp,Serna,421318
Sales,Ranga,Maccarone,421319
Production,Boaz,Heuter,421324
Customer Service,Boaz,Heuter,421324
Quality Management,Val,Covnot,421326
Marketing,Mabo,Kavraki,421337
Production,Salvador,Hartvigsen,421345
Development,Erzsebet,Bahk,421347
Development,KayLiang,Litecky,421358
Sales,Huican,Ramalingam,421364
Human Resources,Guoxiang,Trachtenberg,421372
Sales,Weijing,Ranon,421376
Sales,Elzbieta,Bernatsky,421388
Development,Seongbin,Bazzichi,421392
Research,Seongbin,Bazzichi,421392
Human Resources,Edwin,Wissmann,421395
Production,Jaewon,Litzler,421401
Customer Service,Jaewon,Litzler,421401
Research,Tooru,Dalton,421404
Development,Xiaoshan,Schiper,421410
Production,Tze,Tibblin,421435
Development,Trygve,Feldmann,421455
Production,Francoise,Veeraraghavan,421461
Development,Francoise,Veeraraghavan,421461
Development,Yongqiao,Pouyioutas,421465
Development,Seongbae,Oxenboll,421469
Development,Poornachandra,Masaki,421484
Development,Zsolt,Heering,421490
Production,Billie,Danecki,421499
Customer Service,Lene,Sabnani,421520
Development,Syozo,Christianini,421526
Production,Bernardo,Smeets,421528
Production,Sumali,Prochazka,421536
Sales,Annemarie,Ranon,421540
Finance,Volkmar,Haddadi,421543
Development,Barun,Flanders,421546
Development,Arvin,Remmers,421549
Production,Fei,Asser,421554
Sales,Shuji,Taubenfeld,421570
Development,JoAnne,Farrag,421575
Sales,Claude,Ciolek,421654
Production,Shaleah,Morton,421656
Finance,Marko,Iwayama,421697
Sales,Marko,Iwayama,421697
Sales,Flemming,Billawala,421698
Development,Marla,Grandbois,421712
Customer Service,Thodoros,Erde,421720
Customer Service,Ymte,Olano,421723
Development,Vishwani,Feldhoffer,421730
Quality Management,Shahar,Bisiani,421739
Development,Shin,Jarecki,421740
Development,Dietrich,Calkin,421749
Customer Service,Pasqua,Matzen,421754
Finance,Gretta,Baak,421775
Sales,Gretta,Baak,421775
Development,Yifei,Lunn,421787
Human Resources,Bernt,Maliniak,421792
Sales,Yakkov,Apsitis,421796
Finance,Jeanna,McConalogue,421801
Development,Mario,Rodham,421822
Production,Leszek,Brizzi,421832
Research,Phuoc,Eugenio,421836
Research,Rosli,Bennet,421839
Development,Gunilla,Einsfeld,421846
Development,Zhenhua,Pileggi,421849
Development,Mona,Suomi,421856
Production,Masali,Cyre,421860
Production,Mohua,Chachaty,421871
Research,Tzu,Rijckaert,421876
Development,Holgard,Gelosh,421886
Quality Management,Serif,Chinin,421896
Production,Ingmar,Francisci,421902
Sales,Chiradeep,Mateescu,421930
Finance,Marek,Covnot,421940
Finance,Mohamadou,Sambasivam,421946
Marketing,Marl,Chorvat,421948
Sales,Marl,Chorvat,421948
Customer Service,Leandro,Reeker,421954
Sales,Kotesh,Hedayat,421956
Customer Service,Shir,Setia,421963
Sales,Hyuckchul,Eastman,421975
Sales,Gritta,Furudate,421986
Production,Lubomir,Cyre,421994
Development,Mark,Perng,421999
Production,Georgy,Nitsche,422001
Production,LiMin,Vieth,422009
Customer Service,LiMin,Vieth,422009
Finance,Basim,Butterworth,422033
Development,Domenick,Roisin,422042
Production,Kyoichi,Parfitt,422046
Finance,Vesna,Oberman,422049
Development,Wonhee,Murrill,422056
Sales,Mahmut,Shiratori,422057
Finance,Xiping,Selenyi,422058
Development,Aleksander,Berendt,422066
Research,Yuichiro,Ratnaker,422078
Sales,Fusako,Kowalchuk,422083
Sales,Guenter,Ranai,422084
Development,Kotesh,Aingworth,422100
Sales,Yongdong,Zykh,422105
Production,Leandro,Birch,422124
Quality Management,Adin,Kleiser,422131
Customer Service,Collette,Brattka,422133
Quality Management,Felicidad,Lundstrom,422150
Sales,Chikara,Cardazo,422156
Sales,Malu,Riefers,422161
Development,Dekang,Christ,422180
Production,Changho,Vesel,422184
Development,Changho,Vesel,422184
Quality Management,Mandell,Kamber,422205
Quality Management,Shietung,Constantine,422208
Development,Toshimitsu,Felcyn,422216
Development,Zine,Madeira,422223
Development,Francoise,Brizzi,422227
Development,Subbu,Kawashima,422229
Human Resources,Aemilian,Koshino,422233
Production,Masoud,Kaltofen,422238
Development,Roselyn,Ponthieu,422241
Marketing,Leon,Zeilberger,422244
Research,Utz,Ginneken,422245
Sales,Francesca,Kusakari,422246
Production,Kazuhide,Birch,422296
Development,Manton,Warwick,422304
Development,Kauko,Luca,422323
Finance,Sachem,Rindone,422338
Quality Management,Halsur,Lorcy,422340
Production,Mario,Schahn,422342
Sales,Mani,Straney,422349
Production,Parto,Berztiss,422357
Quality Management,Parto,Berztiss,422357
Sales,Tetsurou,Pramanik,422363
Quality Management,Yongmin,Kabayashi,422379
Development,Mamdouh,Kawashimo,422380
Finance,Aran,Merkl,422381
Production,Atilio,Godskesen,422388
Development,Ramachenga,Suwa,422389
Development,Jiann,Gist,422390
Development,Ramya,Schapire,422393
Human Resources,Shugo,Wiegley,422402
Production,Falguni,Peres,422447
Finance,Nechama,McAlpine,422454
Development,Ebbe,Beetstra,422461
Customer Service,Kellyn,Benzaken,422463
Sales,Arvin,Androutsos,422470
Quality Management,Irene,Fujisaki,422481
Sales,Patricio,Lambe,422506
Finance,Zijian,Zaumen,422511
Human Resources,Zijian,Zaumen,422511
Marketing,Dharmaraja,Mitzlaff,422514
Development,Khue,Denis,422537
Sales,Bojan,Steenbeek,422542
Sales,Aris,Negoita,422558
Production,Adly,Erva,422566
Customer Service,Adly,Erva,422566
Development,Jianhao,Anily,422573
Development,Vasilis,Henseler,422577
Development,Mohit,Speek,422587
Production,Abdelghani,Gimarc,422588
Quality Management,Anneke,Wuwongse,422614
Finance,Aron,Bottner,422619
Sales,Richara,Lorin,422631
Customer Service,Bouchung,Schreiter,422636
Production,Susanta,Schwaller,422638
Human Resources,Pascal,Munawer,422639
Sales,Padma,Hasham,422641
Development,Alexius,Peltason,422646
Sales,Arunachalam,Edelhoff,422665
Production,Ronghao,Basagni,422671
Finance,Xiong,Miculan,422673
Human Resources,Xiong,Miculan,422673
Production,Udaiprakash,Wissmann,422676
Production,Arra,Staylopatis,422677
Production,Reinhard,Oxman,422685
Finance,Debatosh,Botman,422696
Marketing,Clyde,Bugaenko,422736
Human Resources,Clyde,Bugaenko,422736
Development,Francoise,Panwar,422744
Production,Amstein,Ginneken,422769
Development,Moto,Emmart,422775
Finance,JiYoung,Czaja,422782
Sales,JiYoung,Czaja,422782
Production,Gererd,Breugel,422784
Sales,Akeno,Pashtan,422812
Development,Basant,Muhlberg,422851
Research,Morrie,Chappelet,422872
Human Resources,Haldun,Speel,422877
Finance,Torsten,Merle,422879
Marketing,Kristin,Kulisch,422896
Development,Susumu,Denny,422906
Research,Susumu,Denny,422906
Production,Bernardo,Ouhyoung,422926
Sales,Shuho,Taneja,422938
Customer Service,Vishv,Stentiford,422949
Finance,Sampalli,Uhrik,422950
Production,Naftaly,Baezner,422960
Sales,Kiyokazu,Shihab,422979
Research,Gro,Pezzoli,422995
Quality Management,Stepehn,Saoudi,423004
Sales,Chenyi,Furedi,423005
Development,DAIDA,Przulj,423007
Research,DAIDA,Przulj,423007
Finance,Rasikan,Aumann,423010
Human Resources,Khosrow,Usdin,423024
Sales,Yolla,Katiyar,423032
Customer Service,Jianwen,Schueller,423050
Sales,Dannz,Kadhim,423093
Research,Shir,Heyers,423102
Research,Annemarie,McConalogue,423104
Sales,Valeri,Scallan,423126
Production,IEEE,Wegerle,423135
Quality Management,IEEE,Wegerle,423135
Human Resources,Constantijn,Schonegge,423150
Research,Faiza,Oehlmann,423168
Sales,Francesca,Mandell,423171
Development,Kasturi,Siksek,423191
Development,Doohun,Langford,423200
Sales,Tadahiro,Szmurlo,423226
Development,Nadjib,Litvinov,423241
Sales,Gill,Lammel,423243
Sales,Maia,Zolotykh,423251
Production,Khun,Molenaar,423272
Production,Franziska,Jeansoulin,423275
Human Resources,Angel,Willoner,423304
Customer Service,Tsz,Esposito,423308
Production,Chikako,Zeidenstein,423311
Production,Lenore,Warwick,423317
Development,Aiman,Ventosa,423323
Research,Aiman,Ventosa,423323
Development,Idoia,Cullers,423326
Sales,Chuanti,Rosiles,423338
Production,Tse,Brobst,423344
Production,Shaibal,Perng,423348
Quality Management,Huiqun,Kuhnemann,423349
Finance,Shigehiro,Isard,423352
Sales,Jamaludin,Qiwen,423371
Marketing,Golgen,Schwartzburd,423373
Sales,Hiroyasu,Byoun,423388
Development,Masami,Ghelli,423397
Customer Service,Gina,Falck,423399
Human Resources,Yuuichi,Barbanera,423406
Development,Kwok,Spelt,423412
Development,Guttorm,Brendel,423418
Development,Nobuyoshi,Foong,423424
Sales,Uta,Shackell,423434
Development,Chenye,Camarinopoulos,423443
Development,Achilleas,Vandervoorde,423454
Development,Shiv,Rodier,423464
Development,Magy,Zhang,423466
Quality Management,Leandro,Heuser,423468
Quality Management,Martina,Beznosov,423477
Development,Rosine,Hambrick,423479
Sales,Geoffrey,Mersereau,423484
Research,Luisa,Driscoll,423497
Development,Adly,Choobineh,423526
Research,Toshimo,Coney,423536
Production,Shuky,Schieder,423538
Development,Oldrich,Acton,423543
Production,Srinidhi,Gurbaxani,423565
Human Resources,Suebskul,Ullian,423570
Marketing,Gopalakrishnan,Etalle,423579
Sales,Chenxi,Azuma,423592
Sales,Lokesh,Heystek,423596
Finance,Hiroyasu,Tanemo,423605
Development,Deborah,Suwa,423607
Research,Deborah,Suwa,423607
Production,Mingdong,Gulla,423620
Production,Marc,Candan,423625
Human Resources,Masoud,Pocchiola,423632
Production,Ung,Lakshmanan,423669
Development,Ung,Lakshmanan,423669
Production,Xiaobin,Azuma,423679
Development,Xudong,Schlumberger,423689
Development,Alain,Hanratty,423691
Customer Service,Randi,Zweizig,423693
Production,Yinlin,Bellone,423701
Sales,Parke,Iivonen,423702
Development,Christ,Kaelbling,423705
Sales,Barry,Maierhofer,423720
Finance,Dines,Belinskaya,423725
Production,Denny,Murtafg,423728
Production,Barry,Delgrange,423732
Human Resources,Huan,Montresor,423734
Development,Mantis,Weiland,423738
Development,Huican,Schlumberger,423756
Production,Katsuyuki,Baezner,423757
Production,Limsoon,Asmuth,423768
Quality Management,Tomofumi,Roccetti,423777
Development,Xuejun,Beilner,423803
Sales,Barry,Rikino,423807
Production,Yucel,Demian,423823
Customer Service,Chenxi,Peroz,423829
Development,Maya,Menhoudj,423830
Finance,Clyde,Trachtenberg,423835
Production,Masadi,Smeets,423844
Production,Taizo,Zambonelli,423848
Production,Amstein,Gustavson,423876
Production,Stella,Salverda,423877
Development,Fumino,Gerteisen,423893
Research,Fumino,Gerteisen,423893
Finance,Jacopo,Baezner,423897
Sales,Sanjit,Akaboshi,423907
Customer Service,Adel,Ecklund,423916
Development,Dines,Bouloucos,423917
Production,Mana,Thombley,423920
Development,Mana,Thombley,423920
Finance,Sham,Fritzsche,423938
Human Resources,Sham,Fritzsche,423938
Development,Khatoun,Carrere,423939
Finance,Ymte,Heping,423945
Customer Service,Guttorm,Fabrizio,423959
Production,Pramod,Snyers,423960
Sales,Harjit,Badache,423966
Customer Service,Harjit,Badache,423966
Research,Premsyl,Miake,423972
Development,Hidde,Boissier,423982
Quality Management,Ottavia,Azevdeo,423985
Development,Debatosh,Alvarado,423986
Quality Management,Debatosh,Alvarado,423986
Development,Weicheng,Gargeya,423991
Quality Management,Cullen,Legleitner,424012
Sales,Sumant,Langford,424037
Sales,Tetsurou,Gulik,424043
Marketing,Demin,Suwa,424084
Development,Irene,Merks,424085
Sales,Inderjeet,Holburn,424090
Production,Chikako,Bolsens,424093
Sales,Kwangyoen,Strandh,424099
Development,Aleksandar,Wrigley,424134
Research,Masaki,Fairtlough,424135
Development,Turgut,Larfeldt,424142
Research,Candido,Lorin,424144
Marketing,Fumiyo,Felder,424157
Production,Hairong,Kuzuoka,424166
Development,Kazuhiko,Hasham,424167
Development,Sigeru,Khalid,424185
Development,Martijn,Denny,424189
Sales,Boaz,Rosenbaum,424192
Development,Shooichi,Yeung,424200
Production,Paris,Shumilov,424205
Research,Felicidad,Morrey,424220
Marketing,Arunachalam,Plumb,424224
Customer Service,Arunachalam,Plumb,424224
Sales,Irena,Sridhar,424230
Production,Siamak,Markovitch,424248
Finance,Suzette,Wendorf,424250
Finance,Shirish,Bernardinello,424252
Sales,Shirish,Bernardinello,424252
Development,Seongbin,Bennis,424259
Customer Service,Krassimir,Trelles,424262
Customer Service,Yucai,Woycyznski,424264
Sales,Francesca,Chinin,424298
Quality Management,Masoud,Chachaty,424309
Production,Chrisa,Unni,424327
Finance,Juyoung,Murtafg,424328
Production,Owen,Hiltgen,424336
Production,Gennadi,Plessier,424354
Development,Szabolcs,Garrabrants,424355
Production,Kokou,Passino,424367
Development,Sanjiv,Varman,424378
Development,Menkae,Murtagh,424379
Customer Service,Menkae,Murtagh,424379
Sales,Marc,Skogmar,424391
Production,Hironobu,Rosti,424393
Production,Tamiya,Brattka,424399
Research,Cedric,Restivo,424405
Production,Mads,Jahnichen,424410
Sales,Fuqing,Isaac,424425
Sales,Irene,Miake,424447
Development,Shalesh,Pero,424452
Research,Shalesh,Pero,424452
Production,Nitsan,Snyers,424461
Development,Nitsan,Snyers,424461
Marketing,Jianhua,Deverell,424464
Sales,Udo,Hockney,424467
Customer Service,Elrique,Pocchiola,424468
Customer Service,Dipankar,Zhiwei,424483
Sales,Caolyn,Munoz,424491
Development,Shahab,Maccarone,424497
Customer Service,Kristine,Camurati,424499
Production,Sachar,Brender,424532
Customer Service,Christoph,Feldhoffer,424536
Production,Vojin,Casley,424558
Sales,Rosli,Pileggi,424563
Sales,Kristina,Stasinski,424564
Production,Bartek,Plavsic,424565
Sales,Gil,Klyachko,424570
Customer Service,Gil,Klyachko,424570
Production,Keiichiro,Tempesti,424571
Development,Weiyi,Billingsley,424576
Sales,Turgut,Christianini,424581
Marketing,Abdelwaheb,Yeung,424591
Sales,Abdelwaheb,Yeung,424591
Sales,Mohammed,Serra,424593
Development,Wuxu,Hinsberger,424597
Production,Gunilla,Kowalchuk,424607
Human Resources,Erzsebet,Reistad,424609
Production,Gregory,Hasham,424615
Development,Garnet,Kugler,424619
Research,Garnet,Kugler,424619
Quality Management,Domenick,Perl,424636
Production,Mohd,Gyorkos,424659
